sample,chromosome,start,end,copy_number,segmented
SLX-12451.D710_D505,3,35500001,36000000,1.146,1.005
SLX-12451.D710_D505,3,36000001,36500000,0.96,1.005
SLX-12451.D710_D505,3,36500001,37000000,0.987,1.005
SLX-12451.D710_D505,3,37000001,37500000,1.032,1.005
SLX-12451.D710_D505,3,37500001,38000000,1.015,1.005
SLX-12451.D710_D505,3,38000001,38500000,1.01,1.005
SLX-12451.D710_D505,3,38500001,39000000,0.974,1.005
SLX-12451.D710_D505,3,39000001,39500000,1.003,1.005
SLX-12451.D710_D505,3,39500001,40000000,0.973,1.005
SLX-12451.D710_D505,3,40000001,40500000,0.97,1.005
SLX-12451.D710_D505,3,40500001,41000000,NA,NA
SLX-12451.D710_D505,3,41000001,41500000,1.027,1.005
SLX-12451.D710_D505,3,41500001,42000000,1.041,1.005
SLX-12451.D710_D505,3,42000001,42500000,1.017,1.005
SLX-12451.D710_D505,3,42500001,43000000,1.013,1.005
SLX-12451.D710_D505,3,43000001,43500000,1.037,1.005
SLX-12451.D710_D505,3,43500001,44000000,0.997,1.005
SLX-12451.D710_D505,3,44000001,44500000,0.988,1.005
SLX-12451.D710_D505,3,44500001,45000000,0.962,1.005
SLX-12451.D710_D505,3,45000001,45500000,NA,NA
SLX-12451.D710_D505,3,45500001,46000000,1.025,1.005
SLX-12451.D710_D505,3,46000001,46500000,1.011,1.005
SLX-12451.D710_D505,3,46500001,47000000,0.983,1.005
SLX-12451.D710_D505,3,47000001,47500000,1.015,1.005
SLX-12451.D710_D505,3,47500001,48000000,1.011,1.005
SLX-12451.D710_D505,3,48000001,48500000,0.973,1.005
SLX-12451.D710_D505,3,48500001,49000000,1.015,1.005
SLX-12451.D710_D505,3,49000001,49500000,NA,NA
SLX-12451.D710_D505,3,49500001,50000000,NA,NA
SLX-12451.D710_D505,3,50000001,50500000,0.988,1.005
SLX-12451.D710_D505,3,50500001,51000000,0.943,1.005
SLX-12451.D710_D505,3,51000001,51500000,0.963,1.005
SLX-12451.D710_D505,3,51500001,52000000,0.948,1.005
SLX-12451.D710_D505,3,52000001,52500000,1.035,1.005
SLX-12451.D710_D505,3,52500001,53000000,0.975,1.005
SLX-12451.D710_D505,3,53000001,53500000,1,1.005
SLX-12451.D710_D505,3,53500001,54000000,0.962,1.005
SLX-12451.D710_D505,3,54000001,54500000,0.962,1.005
SLX-12451.D710_D505,3,54500001,55000000,0.942,1.005
SLX-12451.D710_D505,3,55000001,55500000,0.963,1.005
SLX-12451.D710_D505,3,55500001,56000000,0.956,1.005
SLX-12451.D710_D505,3,56000001,56500000,0.963,1.005
SLX-12451.D710_D505,3,56500001,57000000,1.054,1.005
SLX-12451.D710_D505,3,57000001,57500000,0.989,1.005
SLX-12451.D710_D505,3,57500001,58000000,NA,NA
SLX-12451.D710_D505,3,58000001,58500000,1.032,1.005
SLX-12451.D710_D505,3,58500001,59000000,1.008,1.005
SLX-12451.D710_D505,3,59000001,59500000,1.003,1.005
SLX-12451.D710_D505,3,59500001,60000000,1.035,1.005
SLX-12451.D710_D505,3,60000001,60500000,0.966,1.005
SLX-12451.D710_D505,3,60500001,61000000,0.953,1.005
SLX-12451.D710_D505,3,61000001,61500000,1.007,1.005
SLX-12451.D710_D505,3,61500001,62000000,1.02,1.005
SLX-12451.D710_D505,3,62000001,62500000,0.988,1.005
SLX-12451.D710_D505,3,62500001,63000000,0.986,1.005
SLX-12451.D710_D505,3,63000001,63500000,0.968,1.005
SLX-12451.D710_D505,3,63500001,64000000,1.015,1.005
SLX-12451.D710_D505,3,64000001,64500000,1.047,1.005
SLX-12451.D710_D505,3,64500001,65000000,1.029,1.005
SLX-12451.D710_D505,3,65000001,65500000,1.027,1.005
SLX-12451.D710_D505,3,65500001,66000000,1.125,1.005
SLX-12451.D710_D505,3,66000001,66500000,1.034,1.005
SLX-12451.D710_D505,3,66500001,67000000,0.98,1.005
SLX-12451.D710_D505,3,67000001,67500000,1.009,1.005
SLX-12451.D710_D505,3,67500001,68000000,NA,NA
SLX-12451.D710_D505,3,68000001,68500000,0.966,1.005
SLX-12451.D710_D505,3,68500001,69000000,0.966,1.005
SLX-12451.D710_D505,3,69000001,69500000,1.002,1.005
SLX-12451.D710_D505,3,69500001,70000000,0.993,1.005
SLX-12451.D710_D505,3,70000001,70500000,0.997,1.005
SLX-12451.D710_D505,3,70500001,71000000,1.003,1.005
SLX-12451.D710_D505,3,71000001,71500000,1.083,1.005
SLX-12451.D710_D505,3,71500001,72000000,1.01,1.005
SLX-12451.D710_D505,3,72000001,72500000,1.031,1.005
SLX-12451.D710_D505,3,72500001,73000000,0.993,1.005
SLX-12451.D710_D505,3,73000001,73500000,NA,NA
SLX-12451.D710_D505,3,73500001,74000000,1.003,1.005
SLX-12451.D710_D505,3,74000001,74500000,0.975,1.005
SLX-12451.D710_D505,3,74500001,75000000,0.979,1.005
SLX-12451.D710_D505,3,75000001,75500000,1.002,1.005
SLX-12451.D710_D505,3,75500001,76000000,NA,NA
SLX-12451.D710_D505,3,76000001,76500000,0.956,1.005
SLX-12451.D710_D505,3,76500001,77000000,1.026,1.005
SLX-12451.D710_D505,3,77000001,77500000,0.986,1.005
SLX-12451.D710_D505,3,77500001,78000000,0.989,1.005
SLX-12451.D710_D505,3,78000001,78500000,1,1.005
SLX-12451.D710_D505,3,78500001,79000000,0.983,1.005
SLX-12451.D710_D505,3,79000001,79500000,NA,NA
SLX-12451.D710_D505,3,79500001,80000000,0.969,1.005
SLX-12451.D710_D505,3,80000001,80500000,0.994,1.005
SLX-12451.D710_D505,3,80500001,81000000,NA,NA
SLX-12451.D710_D505,3,81000001,81500000,NA,NA
SLX-12451.D710_D505,3,81500001,82000000,1.002,1.005
SLX-12451.D710_D505,3,82000001,82500000,0.967,1.005
SLX-12451.D710_D505,3,82500001,83000000,0.959,1.005
SLX-12451.D710_D505,3,83000001,83500000,1.001,1.005
SLX-12451.D710_D505,3,83500001,84000000,0.983,1.005
SLX-12451.D710_D505,3,84000001,84500000,NA,NA
SLX-12451.D710_D505,3,84500001,85000000,0.991,1.005
SLX-12451.D710_D505,3,85000001,85500000,0.969,1.005
SLX-12451.D710_D505,3,85500001,86000000,0.98,1.005
SLX-12451.D710_D505,3,86000001,86500000,0.97,1.005
SLX-12451.D710_D505,3,86500001,87000000,0.988,1.005
SLX-12451.D710_D505,3,87000001,87500000,1.019,1.005
SLX-12451.D710_D505,3,87500001,88000000,1.024,1.005
SLX-12451.D710_D505,3,88000001,88500000,0.996,1.005
SLX-12451.D710_D505,3,88500001,89000000,1.004,1.005
SLX-12451.D710_D505,3,89000001,89500000,0.95,1.005
SLX-12451.D710_D505,3,89500001,90000000,0.998,1.005
SLX-12451.D710_D505,3,90000001,90500000,NA,NA
SLX-12451.D710_D505,3,90500001,91000000,NA,NA
SLX-12451.D710_D505,3,91000001,91500000,NA,NA
SLX-12451.D710_D505,3,91500001,92000000,NA,NA
SLX-12451.D710_D505,3,92000001,92500000,NA,NA
SLX-12451.D710_D505,3,92500001,93000000,NA,NA
SLX-12451.D710_D505,3,93000001,93500000,NA,NA
SLX-12451.D710_D505,3,93500001,94000000,NA,NA
SLX-12451.D710_D505,3,94000001,94500000,1,1.005
SLX-12451.D710_D505,3,94500001,95000000,1.022,1.005
SLX-12451.D710_D505,3,95000001,95500000,0.977,1.005
SLX-12451.D710_D505,3,95500001,96000000,0.967,1.005
SLX-12451.D710_D505,3,96000001,96500000,NA,NA
SLX-12451.D710_D505,3,96500001,97000000,NA,NA
SLX-12451.D710_D505,3,97000001,97500000,0.975,1.005
SLX-12451.D710_D505,3,97500001,98000000,1.043,1.005
SLX-12451.D710_D505,3,98000001,98500000,1.005,1.005
SLX-12451.D710_D505,3,98500001,99000000,0.983,1.005
SLX-12451.D710_D505,3,99000001,99500000,0.961,1.005
SLX-12451.D710_D505,3,99500001,100000000,NA,NA
SLX-12451.D710_D505,3,100000001,100500000,1.019,1.005
SLX-12451.D710_D505,3,100500001,101000000,1.007,1.005
SLX-12451.D710_D505,3,101000001,101500000,1.03,1.005
SLX-12451.D710_D505,3,101500001,102000000,1.084,1.005
SLX-12451.D710_D505,3,102000001,102500000,1.013,1.005
SLX-12451.D710_D505,3,102500001,103000000,0.973,1.005
SLX-12451.D710_D505,3,103000001,103500000,0.981,1.005
SLX-12451.D710_D505,3,103500001,104000000,0.97,1.005
SLX-12451.D710_D505,3,104000001,104500000,1.004,1.005
SLX-12451.D710_D505,3,104500001,105000000,0.996,1.005
SLX-12451.D710_D505,3,105000001,105500000,1.03,1.005
SLX-12451.D710_D505,3,105500001,106000000,1.065,1.005
SLX-12451.D710_D505,3,106000001,106500000,0.999,1.005
SLX-12451.D710_D505,3,106500001,107000000,0.978,1.005
SLX-12451.D710_D505,3,107000001,107500000,1.002,1.005
SLX-12451.D710_D505,3,107500001,108000000,1.015,1.005
SLX-12451.D710_D505,3,108000001,108500000,NA,NA
SLX-12451.D710_D505,3,108500001,109000000,0.96,1.005
SLX-12451.D710_D505,3,109000001,109500000,0.979,1.005
SLX-12451.D710_D505,3,109500001,110000000,1,1.005
SLX-12451.D710_D505,3,110000001,110500000,1.089,1.005
SLX-12451.D710_D505,3,110500001,111000000,1.035,1.005
SLX-12451.D710_D505,3,111000001,111500000,1.032,1.005
SLX-12451.D710_D505,3,111500001,112000000,1.006,1.005
SLX-12451.D710_D505,3,112000001,112500000,1.057,1.005
SLX-12451.D710_D505,3,112500001,113000000,1.011,1.005
SLX-12451.D710_D505,3,113000001,113500000,1.068,1.005
SLX-12451.D710_D505,3,113500001,114000000,1.004,1.005
SLX-12451.D710_D505,3,114000001,114500000,NA,NA
SLX-12451.D710_D505,3,114500001,115000000,1.125,1.005
SLX-12451.D710_D505,3,115000001,115500000,1.033,1.005
SLX-12451.D710_D505,3,115500001,116000000,0.983,1.005
SLX-12451.D710_D505,3,116000001,116500000,1.018,1.005
SLX-12451.D710_D505,3,116500001,117000000,1.018,1.005
SLX-12451.D710_D505,3,117000001,117500000,1.02,1.005
SLX-12451.D710_D505,3,117500001,118000000,NA,NA
SLX-12451.D710_D505,3,118000001,118500000,0.994,1.005
SLX-12451.D710_D505,3,118500001,119000000,0.999,1.005
SLX-12451.D710_D505,3,119000001,119500000,NA,NA
SLX-12451.D710_D505,3,119500001,120000000,1.042,1.005
SLX-12451.D710_D505,3,120000001,120500000,0.995,1.005
SLX-12451.D710_D505,3,120500001,121000000,1.052,1.005
SLX-12451.D710_D505,3,121000001,121500000,0.992,1.005
SLX-12451.D710_D505,3,121500001,122000000,1.049,1.005
SLX-12451.D710_D505,3,122000001,122500000,1.025,1.005
SLX-12451.D710_D505,3,122500001,123000000,NA,NA
SLX-12451.D710_D505,3,123000001,123500000,0.99,1.005
SLX-12451.D710_D505,3,123500001,124000000,1.003,1.005
SLX-12451.D710_D505,3,124000001,124500000,1.041,1.005
SLX-12451.D710_D505,3,124500001,125000000,1.045,1.005
SLX-12451.D710_D505,3,125000001,125500000,NA,NA
SLX-12451.D710_D505,3,125500001,126000000,0.987,1.005
SLX-12451.D710_D505,3,126000001,126500000,0.979,1.005
SLX-12451.D710_D505,3,126500001,127000000,0.989,1.005
SLX-12451.D710_D505,3,127000001,127500000,1.009,1.005
SLX-12451.D710_D505,3,127500001,128000000,1.019,1.005
SLX-12451.D710_D505,3,128000001,128500000,0.979,1.005
SLX-12451.D710_D505,3,128500001,129000000,1.003,1.005
SLX-12451.D710_D505,3,129000001,129500000,1.019,1.005
SLX-12451.D710_D505,3,129500001,130000000,NA,NA
SLX-12451.D710_D505,3,130000001,130500000,1.007,1.005
SLX-12451.D710_D505,3,130500001,131000000,1.033,1.005
SLX-12451.D710_D505,3,131000001,131500000,NA,NA
SLX-12451.D710_D505,3,131500001,132000000,0.979,1.005
SLX-12451.D710_D505,3,132000001,132500000,1.029,1.005
SLX-12451.D710_D505,3,132500001,133000000,0.934,1.005
SLX-12451.D710_D505,3,133000001,133500000,0.97,1.005
SLX-12451.D710_D505,3,133500001,134000000,1.007,1.005
SLX-12451.D710_D505,3,134000001,134500000,0.993,1.005
SLX-12451.D710_D505,3,134500001,135000000,0.946,1.005
SLX-12451.D710_D505,3,135000001,135500000,0.925,1.005
SLX-12451.D710_D505,3,135500001,136000000,1.013,1.005
SLX-12451.D710_D505,3,136000001,136500000,1.052,1.005
SLX-12451.D710_D505,3,136500001,137000000,NA,NA
SLX-12451.D710_D505,3,137000001,137500000,0.999,1.005
SLX-12451.D710_D505,3,137500001,138000000,1.005,1.005
SLX-12451.D710_D505,3,138000001,138500000,NA,NA
SLX-12451.D710_D505,3,138500001,139000000,NA,NA
SLX-12451.D710_D505,3,139000001,139500000,1.013,1.005
SLX-12451.D710_D505,3,139500001,140000000,0.97,1.005
SLX-12451.D710_D505,3,140000001,140500000,0.956,1.005
SLX-12451.D710_D505,3,140500001,141000000,0.965,1.005
SLX-12451.D710_D505,3,141000001,141500000,1.029,1.005
SLX-12451.D710_D505,3,141500001,142000000,NA,NA
SLX-12451.D710_D505,3,142000001,142500000,NA,NA
SLX-12451.D710_D505,3,142500001,143000000,1.002,1.005
SLX-12451.D710_D505,3,143000001,143500000,1.061,1.005
SLX-12451.D710_D505,3,143500001,144000000,1.029,1.005
SLX-12451.D710_D505,3,144000001,144500000,1.036,1.005
SLX-12451.D710_D505,3,144500001,145000000,1.001,1.005
SLX-12451.D710_D505,3,145000001,145500000,0.978,1.005
SLX-12451.D710_D505,3,145500001,146000000,0.997,1.005
SLX-12451.D710_D505,3,146000001,146500000,1.018,1.005
SLX-12451.D710_D505,3,146500001,147000000,0.989,1.005
SLX-12451.D710_D505,3,147000001,147500000,0.961,1.005
SLX-12451.D710_D505,3,147500001,148000000,0.979,1.005
SLX-12451.D710_D505,3,148000001,148500000,NA,NA
SLX-12451.D710_D505,3,148500001,149000000,1.031,1.005
SLX-12451.D710_D505,3,149000001,149500000,1.089,1.005
SLX-12451.D710_D505,3,149500001,150000000,1.021,1.005
SLX-12451.D710_D505,3,150000001,150500000,1.046,1.005
SLX-12451.D710_D505,3,150500001,151000000,0.991,1.005
SLX-12451.D710_D505,3,151000001,151500000,1.006,1.005
SLX-12451.D710_D505,3,151500001,152000000,1.099,1.005
SLX-12451.D710_D505,3,152000001,152500000,1.079,1.005
SLX-12451.D710_D505,3,152500001,153000000,1.019,1.005
SLX-12451.D710_D505,3,153000001,153500000,0.985,1.005
SLX-12451.D710_D505,3,153500001,154000000,1.005,1.005
SLX-12451.D710_D505,3,154000001,154500000,1.014,1.005
SLX-12451.D710_D505,3,154500001,155000000,0.993,1.005
SLX-12451.D710_D505,3,155000001,155500000,0.992,1.005
SLX-12451.D710_D505,3,155500001,156000000,1.013,1.005
SLX-12451.D710_D505,3,156000001,156500000,1.042,1.005
SLX-12451.D710_D505,3,156500001,157000000,1.026,1.005
SLX-12451.D710_D505,3,157000001,157500000,0.995,1.005
SLX-12451.D710_D505,3,157500001,158000000,0.989,1.005
SLX-12451.D710_D505,3,158000001,158500000,0.987,1.005
SLX-12451.D710_D505,3,158500001,159000000,NA,NA
SLX-12451.D710_D505,3,159000001,159500000,0.972,1.005
SLX-12451.D710_D505,3,159500001,160000000,1.006,1.005
SLX-12451.D710_D505,3,160000001,160500000,NA,NA
SLX-12451.D710_D505,3,160500001,161000000,NA,NA
SLX-12451.D710_D505,3,161000001,161500000,1.003,1.005
SLX-12451.D710_D505,3,161500001,162000000,0.996,1.005
SLX-12451.D710_D505,3,162000001,162500000,0.961,1.005
SLX-12451.D710_D505,3,162500001,163000000,NA,NA
SLX-12451.D710_D505,3,163000001,163500000,0.991,1.005
SLX-12451.D710_D505,3,163500001,164000000,NA,NA
SLX-12451.D710_D505,3,164000001,164500000,0.984,1.005
SLX-12451.D710_D505,3,164500001,165000000,1.021,1.005
SLX-12451.D710_D505,3,165000001,165500000,1.002,1.005
SLX-12451.D710_D505,3,165500001,166000000,0.989,1.005
SLX-12451.D710_D505,3,166000001,166500000,0.971,1.005
SLX-12451.D710_D505,3,166500001,167000000,0.967,1.005
SLX-12451.D710_D505,3,167000001,167500000,1.001,1.005
SLX-12451.D710_D505,3,167500001,168000000,1.05,1.005
SLX-12451.D710_D505,3,168000001,168500000,0.991,1.005
SLX-12451.D710_D505,3,168500001,169000000,1.079,1.005
SLX-12451.D710_D505,3,169000001,169500000,1.077,1.005
SLX-12451.D710_D505,3,169500001,170000000,0.99,1.005
SLX-12451.D710_D505,3,170000001,170500000,0.994,1.005
SLX-12451.D710_D505,3,170500001,171000000,1.031,1.005
SLX-12451.D710_D505,3,171000001,171500000,1.055,1.005
SLX-12451.D710_D505,3,171500001,172000000,1.087,1.005
SLX-12451.D710_D505,3,172000001,172500000,1.083,1.005
SLX-12451.D710_D505,3,172500001,173000000,NA,NA
SLX-12451.D710_D505,3,173000001,173500000,1.002,1.005
SLX-12451.D710_D505,3,173500001,174000000,NA,NA
SLX-12451.D710_D505,3,174000001,174500000,1.022,1.005
SLX-12451.D710_D505,3,174500001,175000000,1.065,1.005
SLX-12451.D710_D505,3,175000001,175500000,1.03,1.005
SLX-12451.D710_D505,3,175500001,176000000,0.992,1.005
SLX-12451.D710_D505,3,176000001,176500000,0.969,1.005
SLX-12451.D710_D505,3,176500001,177000000,1.061,1.005
SLX-12451.D710_D505,3,177000001,177500000,1.068,1.005
SLX-12451.D710_D505,3,177500001,178000000,1.054,1.005
SLX-12451.D710_D505,3,178000001,178500000,1.034,1.005
SLX-12451.D710_D505,3,178500001,179000000,0.981,1.005
SLX-12451.D710_D505,3,179000001,179500000,NA,NA
SLX-12451.D710_D505,3,179500001,180000000,0.968,1.005
SLX-12451.D710_D505,3,180000001,180500000,0.998,1.005
SLX-12451.D710_D505,3,180500001,181000000,0.987,1.005
SLX-12451.D710_D505,3,181000001,181500000,0.987,1.005
SLX-12451.D710_D505,3,181500001,182000000,0.984,1.005
SLX-12451.D710_D505,3,182000001,182500000,1.048,1.005
SLX-12451.D710_D505,3,182500001,183000000,1.011,1.005
SLX-12451.D710_D505,3,183000001,183500000,0.975,1.005
SLX-12451.D710_D505,3,183500001,184000000,0.999,1.005
SLX-12451.D710_D505,3,184000001,184500000,1.031,1.005
SLX-12451.D710_D505,3,184500001,185000000,1.037,1.005
SLX-12451.D710_D505,3,185000001,185500000,1.026,1.005
SLX-12451.D710_D505,3,185500001,186000000,0.992,1.005
SLX-12451.D710_D505,3,186000001,186500000,0.981,1.005
SLX-12451.D710_D505,3,186500001,187000000,NA,NA
SLX-12451.D710_D505,3,187000001,187500000,NA,NA
SLX-12451.D710_D505,3,187500001,188000000,1.087,1.005
SLX-12451.D710_D505,3,188000001,188500000,1.101,1.005
SLX-12451.D710_D505,3,188500001,189000000,1.05,1.005
SLX-12451.D710_D505,3,189000001,189500000,1.036,1.005
SLX-12451.D710_D505,3,189500001,190000000,1.042,1.005
SLX-12451.D710_D505,3,190000001,190500000,1.039,1.005
SLX-12451.D710_D505,3,190500001,191000000,0.993,1.005
SLX-12451.D710_D505,3,191000001,191500000,0.982,1.005
SLX-12451.D710_D505,3,191500001,192000000,0.964,1.005
SLX-12451.D710_D505,3,192000001,192500000,0.976,1.005
SLX-12451.D710_D505,3,192500001,193000000,0.931,1.005
SLX-12451.D710_D505,3,193000001,193500000,1.049,1.005
SLX-12451.D710_D505,3,193500001,194000000,1.081,1.005
SLX-12451.D710_D505,3,194000001,194500000,1.014,1.005
SLX-12451.D710_D505,3,194500001,195000000,1.025,1.005
SLX-12451.D710_D505,3,195000001,195500000,NA,NA
SLX-12451.D710_D505,3,195500001,196000000,NA,NA
SLX-12451.D710_D505,3,196000001,196500000,1.006,1.005
SLX-12451.D710_D505,3,196500001,197000000,NA,NA
SLX-12451.D710_D505,3,197000001,197500000,0.976,1.005
SLX-12451.D710_D505,3,197500001,198000000,NA,NA
SLX-12451.D710_D505,3,198000001,198022430,NA,NA
SLX-12451.D710_D505,4,1,500000,NA,NA
SLX-12451.D710_D505,4,500001,1000000,0.995,1.001
SLX-12451.D710_D505,4,1000001,1500000,1.034,1.001
SLX-12451.D710_D505,4,1500001,2000000,0.982,1.001
SLX-12451.D710_D505,4,2000001,2500000,0.987,1.001
SLX-12451.D710_D505,4,2500001,3000000,1.023,1.001
SLX-12451.D710_D505,4,3000001,3500000,0.998,1.001
SLX-12451.D710_D505,4,3500001,4000000,NA,NA
SLX-12451.D710_D505,4,4000001,4500000,NA,NA
SLX-12451.D710_D505,4,4500001,5000000,0.979,1.001
SLX-12451.D710_D505,4,5000001,5500000,0.926,1.001
SLX-12451.D710_D505,4,5500001,6000000,0.922,1.001
SLX-12451.D710_D505,4,6000001,6500000,0.959,1.001
SLX-12451.D710_D505,4,6500001,7000000,1.034,1.001
SLX-12451.D710_D505,4,7000001,7500000,0.983,1.001
SLX-12451.D710_D505,4,7500001,8000000,NA,NA
SLX-12451.D710_D505,4,8000001,8500000,NA,NA
SLX-12451.D710_D505,4,8500001,9000000,0.865,1.001
SLX-12451.D710_D505,4,9000001,9500000,NA,NA
SLX-12451.D710_D505,4,9500001,10000000,NA,NA
SLX-12451.D710_D505,4,10000001,10500000,0.949,1.001
SLX-12451.D710_D505,4,10500001,11000000,NA,NA
SLX-12451.D710_D505,4,11000001,11500000,0.992,1.001
SLX-12451.D710_D505,4,11500001,12000000,1.044,1.001
SLX-12451.D710_D505,4,12000001,12500000,NA,NA
SLX-12451.D710_D505,4,12500001,13000000,NA,NA
SLX-12451.D710_D505,4,13000001,13500000,1.033,1.001
SLX-12451.D710_D505,4,13500001,14000000,0.97,1.001
SLX-12451.D710_D505,4,14000001,14500000,0.985,1.001
SLX-12451.D710_D505,4,14500001,15000000,1,1.001
SLX-12451.D710_D505,4,15000001,15500000,1.009,1.001
SLX-12451.D710_D505,4,15500001,16000000,1.028,1.001
SLX-12451.D710_D505,4,16000001,16500000,1.008,1.001
SLX-12451.D710_D505,4,16500001,17000000,NA,NA
SLX-12451.D710_D505,4,17000001,17500000,NA,NA
SLX-12451.D710_D505,4,17500001,18000000,0.983,1.001
SLX-12451.D710_D505,4,18000001,18500000,0.991,1.001
SLX-12451.D710_D505,4,18500001,19000000,0.994,1.001
SLX-12451.D710_D505,4,19000001,19500000,0.99,1.001
SLX-12451.D710_D505,4,19500001,20000000,0.96,1.001
SLX-12451.D710_D505,4,20000001,20500000,1.017,1.001
SLX-12451.D710_D505,4,20500001,21000000,0.993,1.001
SLX-12451.D710_D505,4,21000001,21500000,0.963,1.001
SLX-12451.D710_D505,4,21500001,22000000,NA,NA
SLX-12451.D710_D505,4,22000001,22500000,0.971,1.001
SLX-12451.D710_D505,4,22500001,23000000,0.992,1.001
SLX-12451.D710_D505,4,23000001,23500000,1.036,1.001
SLX-12451.D710_D505,4,23500001,24000000,1.013,1.001
SLX-12451.D710_D505,4,24000001,24500000,0.981,1.001
SLX-12451.D710_D505,4,24500001,25000000,1.036,1.001
SLX-12451.D710_D505,4,25000001,25500000,1.004,1.001
SLX-12451.D710_D505,4,25500001,26000000,1.037,1.001
SLX-12451.D710_D505,4,26000001,26500000,0.96,1.001
SLX-12451.D710_D505,4,26500001,27000000,1.034,1.001
SLX-12451.D710_D505,4,27000001,27500000,0.954,1.001
SLX-12451.D710_D505,4,27500001,28000000,NA,NA
SLX-12451.D710_D505,4,28000001,28500000,0.984,1.001
SLX-12451.D710_D505,4,28500001,29000000,0.988,1.001
SLX-12451.D710_D505,4,29000001,29500000,0.964,1.001
SLX-12451.D710_D505,4,29500001,30000000,0.991,1.001
SLX-12451.D710_D505,4,30000001,30500000,1.007,1.001
SLX-12451.D710_D505,4,30500001,31000000,1.005,1.001
SLX-12451.D710_D505,4,31000001,31500000,1.006,1.001
SLX-12451.D710_D505,4,31500001,32000000,0.964,1.001
SLX-12451.D710_D505,4,32000001,32500000,0.958,1.001
SLX-12451.D710_D505,4,32500001,33000000,0.972,1.001
SLX-12451.D710_D505,4,33000001,33500000,0.977,1.001
SLX-12451.D710_D505,4,33500001,34000000,0.981,1.001
SLX-12451.D710_D505,4,34000001,34500000,0.987,1.001
SLX-12451.D710_D505,4,34500001,35000000,0.902,1.001
SLX-12451.D710_D505,4,35000001,35500000,0.994,1.001
SLX-12451.D710_D505,4,35500001,36000000,0.994,1.001
SLX-12451.D710_D505,4,36000001,36500000,NA,NA
SLX-12451.D710_D505,4,36500001,37000000,1.005,1.001
SLX-12451.D710_D505,4,37000001,37500000,1.023,1.001
SLX-12451.D710_D505,4,37500001,38000000,1.034,1.001
SLX-12451.D710_D505,4,38000001,38500000,1.056,1.001
SLX-12451.D710_D505,4,38500001,39000000,1.045,1.001
SLX-12451.D710_D505,4,39000001,39500000,0.984,1.001
SLX-12451.D710_D505,4,39500001,40000000,1.036,1.001
SLX-12451.D710_D505,4,40000001,40500000,1.027,1.001
SLX-12451.D710_D505,4,40500001,41000000,NA,NA
SLX-12451.D710_D505,4,41000001,41500000,1.024,1.001
SLX-12451.D710_D505,4,41500001,42000000,1.02,1.001
SLX-12451.D710_D505,4,42000001,42500000,0.953,1.001
SLX-12451.D710_D505,4,42500001,43000000,NA,NA
SLX-12451.D710_D505,4,43000001,43500000,1.011,1.001
SLX-12451.D710_D505,4,43500001,44000000,1.006,1.001
SLX-12451.D710_D505,4,44000001,44500000,1.056,1.001
SLX-12451.D710_D505,4,44500001,45000000,0.96,1.001
SLX-12451.D710_D505,4,45000001,45500000,1.028,1.001
SLX-12451.D710_D505,4,45500001,46000000,0.997,1.001
SLX-12451.D710_D505,4,46000001,46500000,0.977,1.001
SLX-12451.D710_D505,4,46500001,47000000,0.963,1.001
SLX-12451.D710_D505,4,47000001,47500000,0.953,1.001
SLX-12451.D710_D505,4,47500001,48000000,NA,NA
SLX-12451.D710_D505,4,48000001,48500000,1.027,1.001
SLX-12451.D710_D505,4,48500001,49000000,1.024,1.001
SLX-12451.D710_D505,4,49000001,49500000,NA,NA
SLX-12451.D710_D505,4,49500001,50000000,NA,NA
SLX-12451.D710_D505,4,50000001,50500000,NA,NA
SLX-12451.D710_D505,4,50500001,51000000,NA,NA
SLX-12451.D710_D505,4,51000001,51500000,NA,NA
SLX-12451.D710_D505,4,51500001,52000000,NA,NA
SLX-12451.D710_D505,4,52000001,52500000,NA,NA
SLX-12451.D710_D505,4,52500001,53000000,NA,NA
SLX-12451.D710_D505,4,53000001,53500000,1.015,1.001
SLX-12451.D710_D505,4,53500001,54000000,1.001,1.001
SLX-12451.D710_D505,4,54000001,54500000,1.053,1.001
SLX-12451.D710_D505,4,54500001,55000000,NA,NA
SLX-12451.D710_D505,4,55000001,55500000,1.022,1.001
SLX-12451.D710_D505,4,55500001,56000000,0.983,1.001
SLX-12451.D710_D505,4,56000001,56500000,NA,NA
SLX-12451.D710_D505,4,56500001,57000000,1.017,1.001
SLX-12451.D710_D505,4,57000001,57500000,0.986,1.001
SLX-12451.D710_D505,4,57500001,58000000,0.972,1.001
SLX-12451.D710_D505,4,58000001,58500000,NA,NA
SLX-12451.D710_D505,4,58500001,59000000,0.981,1.001
SLX-12451.D710_D505,4,59000001,59500000,0.996,1.001
SLX-12451.D710_D505,4,59500001,60000000,NA,NA
SLX-12451.D710_D505,4,60000001,60500000,0.976,1.001
SLX-12451.D710_D505,4,60500001,61000000,0.982,1.001
SLX-12451.D710_D505,4,61000001,61500000,0.979,1.001
SLX-12451.D710_D505,4,61500001,62000000,0.961,1.001
SLX-12451.D710_D505,4,62000001,62500000,1.038,1.001
SLX-12451.D710_D505,4,62500001,63000000,0.966,1.001
SLX-12451.D710_D505,4,63000001,63500000,0.972,1.001
SLX-12451.D710_D505,4,63500001,64000000,1.005,1.001
SLX-12451.D710_D505,4,64000001,64500000,NA,NA
SLX-12451.D710_D505,4,64500001,65000000,0.962,1.001
