"sample","chromosome","start","end","copy_number","segmented","ploidy","cellularity","absolute_segmented","absolute_copy_number"
"SLX-10722_SLX-11823.D701_D506","2",197500001,198000000,1.043,0.998,2,0.05,1.92,3.72
"SLX-10722_SLX-11823.D701_D506","2",198000001,198500000,1.056,0.998,2,0.05,1.92,4.24
"SLX-10722_SLX-11823.D701_D506","2",198500001,199000000,0.981,0.998,2,0.05,1.92,1.24
"SLX-10722_SLX-11823.D701_D506","2",199000001,199500000,0.978,0.998,2,0.05,1.92,1.12
"SLX-10722_SLX-11823.D701_D506","2",199500001,200000000,0.964,0.998,2,0.05,1.92,0.559999999999999
"SLX-10722_SLX-11823.D701_D506","2",200000001,200500000,0.925,0.998,2,0.05,1.92,-0.999999999999998
"SLX-10722_SLX-11823.D701_D506","2",200500001,201000000,1.001,0.998,2,0.05,1.92,2.04
"SLX-10722_SLX-11823.D701_D506","2",201000001,201500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",201500001,202000000,1.063,0.998,2,0.05,1.92,4.52
"SLX-10722_SLX-11823.D701_D506","2",202000001,202500000,1.025,0.998,2,0.05,1.92,3
"SLX-10722_SLX-11823.D701_D506","2",202500001,203000000,0.99,0.998,2,0.05,1.92,1.6
"SLX-10722_SLX-11823.D701_D506","2",203000001,203500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",203500001,204000000,1.156,0.998,2,0.05,1.92,8.24
"SLX-10722_SLX-11823.D701_D506","2",204000001,204500000,1.119,0.998,2,0.05,1.92,6.76
"SLX-10722_SLX-11823.D701_D506","2",204500001,205000000,1.059,0.998,2,0.05,1.92,4.36
"SLX-10722_SLX-11823.D701_D506","2",205000001,205500000,1.036,0.998,2,0.05,1.92,3.44
"SLX-10722_SLX-11823.D701_D506","2",205500001,206000000,1.029,0.998,2,0.05,1.92,3.16
"SLX-10722_SLX-11823.D701_D506","2",206000001,206500000,1.003,0.998,2,0.05,1.92,2.12
"SLX-10722_SLX-11823.D701_D506","2",206500001,207000000,1.002,0.998,2,0.05,1.92,2.08
"SLX-10722_SLX-11823.D701_D506","2",207000001,207500000,1.006,0.998,2,0.05,1.92,2.24
"SLX-10722_SLX-11823.D701_D506","2",207500001,208000000,0.972,0.998,2,0.05,1.92,0.879999999999999
"SLX-10722_SLX-11823.D701_D506","2",208000001,208500000,1.067,0.998,2,0.05,1.92,4.68
"SLX-10722_SLX-11823.D701_D506","2",208500001,209000000,0.995,0.998,2,0.05,1.92,1.8
"SLX-10722_SLX-11823.D701_D506","2",209000001,209500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",209500001,210000000,0.997,0.998,2,0.05,1.92,1.88
"SLX-10722_SLX-11823.D701_D506","2",210000001,210500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",210500001,211000000,0.996,0.998,2,0.05,1.92,1.84
"SLX-10722_SLX-11823.D701_D506","2",211000001,211500000,1.001,0.998,2,0.05,1.92,2.04
"SLX-10722_SLX-11823.D701_D506","2",211500001,212000000,0.967,0.998,2,0.05,1.92,0.679999999999999
"SLX-10722_SLX-11823.D701_D506","2",212000001,212500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",212500001,213000000,1.013,0.998,2,0.05,1.92,2.52
"SLX-10722_SLX-11823.D701_D506","2",213000001,213500000,0.987,0.998,2,0.05,1.92,1.48
"SLX-10722_SLX-11823.D701_D506","2",213500001,214000000,1.103,0.998,2,0.05,1.92,6.12
"SLX-10722_SLX-11823.D701_D506","2",214000001,214500000,1.039,0.998,2,0.05,1.92,3.56
"SLX-10722_SLX-11823.D701_D506","2",214500001,215000000,1.013,0.998,2,0.05,1.92,2.52
"SLX-10722_SLX-11823.D701_D506","2",215000001,215500000,0.988,0.998,2,0.05,1.92,1.52
"SLX-10722_SLX-11823.D701_D506","2",215500001,216000000,1.045,0.998,2,0.05,1.92,3.8
"SLX-10722_SLX-11823.D701_D506","2",216000001,216500000,0.972,0.998,2,0.05,1.92,0.879999999999999
"SLX-10722_SLX-11823.D701_D506","2",216500001,217000000,1.029,0.998,2,0.05,1.92,3.16
"SLX-10722_SLX-11823.D701_D506","2",217000001,217500000,1.04,0.998,2,0.05,1.92,3.6
"SLX-10722_SLX-11823.D701_D506","2",217500001,218000000,1.032,0.998,2,0.05,1.92,3.28
"SLX-10722_SLX-11823.D701_D506","2",218000001,218500000,0.981,0.998,2,0.05,1.92,1.24
"SLX-10722_SLX-11823.D701_D506","2",218500001,219000000,1.013,0.998,2,0.05,1.92,2.52
"SLX-10722_SLX-11823.D701_D506","2",219000001,219500000,1.011,0.998,2,0.05,1.92,2.44
"SLX-10722_SLX-11823.D701_D506","2",219500001,220000000,1.029,0.998,2,0.05,1.92,3.16
"SLX-10722_SLX-11823.D701_D506","2",220000001,220500000,1.038,0.998,2,0.05,1.92,3.52
"SLX-10722_SLX-11823.D701_D506","2",220500001,221000000,0.958,0.998,2,0.05,1.92,0.319999999999999
"SLX-10722_SLX-11823.D701_D506","2",221000001,221500000,1.04,0.998,2,0.05,1.92,3.6
"SLX-10722_SLX-11823.D701_D506","2",221500001,222000000,1.002,0.998,2,0.05,1.92,2.08
"SLX-10722_SLX-11823.D701_D506","2",222000001,222500000,1.044,0.998,2,0.05,1.92,3.76
"SLX-10722_SLX-11823.D701_D506","2",222500001,223000000,0.978,0.998,2,0.05,1.92,1.12
"SLX-10722_SLX-11823.D701_D506","2",223000001,223500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",223500001,224000000,1.022,0.998,2,0.05,1.92,2.88
"SLX-10722_SLX-11823.D701_D506","2",224000001,224500000,0.96,0.998,2,0.05,1.92,0.399999999999999
"SLX-10722_SLX-11823.D701_D506","2",224500001,225000000,1.038,0.998,2,0.05,1.92,3.52
"SLX-10722_SLX-11823.D701_D506","2",225000001,225500000,1.057,0.998,2,0.05,1.92,4.28
"SLX-10722_SLX-11823.D701_D506","2",225500001,226000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",226000001,226500000,0.967,0.998,2,0.05,1.92,0.679999999999999
"SLX-10722_SLX-11823.D701_D506","2",226500001,227000000,0.972,0.998,2,0.05,1.92,0.879999999999999
"SLX-10722_SLX-11823.D701_D506","2",227000001,227500000,1.02,0.998,2,0.05,1.92,2.8
"SLX-10722_SLX-11823.D701_D506","2",227500001,228000000,1.012,0.998,2,0.05,1.92,2.48
"SLX-10722_SLX-11823.D701_D506","2",228000001,228500000,1.023,0.998,2,0.05,1.92,2.92
"SLX-10722_SLX-11823.D701_D506","2",228500001,229000000,0.958,0.998,2,0.05,1.92,0.319999999999999
"SLX-10722_SLX-11823.D701_D506","2",229000001,229500000,0.934,0.998,2,0.05,1.92,-0.639999999999998
"SLX-10722_SLX-11823.D701_D506","2",229500001,230000000,0.914,0.998,2,0.05,1.92,-1.44
"SLX-10722_SLX-11823.D701_D506","2",230000001,230500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",230500001,231000000,1.043,0.998,2,0.05,1.92,3.72
"SLX-10722_SLX-11823.D701_D506","2",231000001,231500000,0.976,0.998,2,0.05,1.92,1.04
"SLX-10722_SLX-11823.D701_D506","2",231500001,232000000,1.022,0.998,2,0.05,1.92,2.88
"SLX-10722_SLX-11823.D701_D506","2",232000001,232500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",232500001,233000000,0.956,0.998,2,0.05,1.92,0.239999999999998
"SLX-10722_SLX-11823.D701_D506","2",233000001,233500000,0.91,0.998,2,0.05,1.92,-1.6
"SLX-10722_SLX-11823.D701_D506","2",233500001,234000000,1.02,0.998,2,0.05,1.92,2.8
"SLX-10722_SLX-11823.D701_D506","2",234000001,234500000,1.024,0.998,2,0.05,1.92,2.96
"SLX-10722_SLX-11823.D701_D506","2",234500001,235000000,0.919,0.998,2,0.05,1.92,-1.24
"SLX-10722_SLX-11823.D701_D506","2",235000001,235500000,0.992,0.998,2,0.05,1.92,1.68
"SLX-10722_SLX-11823.D701_D506","2",235500001,236000000,0.944,0.998,2,0.05,1.92,-0.240000000000002
"SLX-10722_SLX-11823.D701_D506","2",236000001,236500000,0.979,0.998,2,0.05,1.92,1.16
"SLX-10722_SLX-11823.D701_D506","2",236500001,237000000,0.979,0.998,2,0.05,1.92,1.16
"SLX-10722_SLX-11823.D701_D506","2",237000001,237500000,0.916,0.998,2,0.05,1.92,-1.36
"SLX-10722_SLX-11823.D701_D506","2",237500001,238000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",238000001,238500000,1.026,0.998,2,0.05,1.92,3.04
"SLX-10722_SLX-11823.D701_D506","2",238500001,239000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",239000001,239500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",239500001,240000000,0.951,0.998,2,0.05,1.92,0.0399999999999983
"SLX-10722_SLX-11823.D701_D506","2",240000001,240500000,1.033,0.998,2,0.05,1.92,3.32
"SLX-10722_SLX-11823.D701_D506","2",240500001,241000000,1.002,0.998,2,0.05,1.92,2.08
"SLX-10722_SLX-11823.D701_D506","2",241000001,241500000,0.986,0.998,2,0.05,1.92,1.44
"SLX-10722_SLX-11823.D701_D506","2",241500001,242000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","2",242000001,242500000,1.062,0.998,2,0.05,1.92,4.48
"SLX-10722_SLX-11823.D701_D506","2",242500001,243000000,0.946,0.998,2,0.05,1.92,-0.160000000000002
"SLX-10722_SLX-11823.D701_D506","2",243000001,243199373,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",1,500000,1.004,1,2,0.05,2,2.16
"SLX-10722_SLX-11823.D701_D506","3",500001,1000000,0.952,1,2,0.05,2,0.0799999999999983
"SLX-10722_SLX-11823.D701_D506","3",1000001,1500000,0.959,1,2,0.05,2,0.359999999999999
"SLX-10722_SLX-11823.D701_D506","3",1500001,2000000,0.934,1,2,0.05,2,-0.639999999999998
"SLX-10722_SLX-11823.D701_D506","3",2000001,2500000,0.965,1,2,0.05,2,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","3",2500001,3000000,0.956,1,2,0.05,2,0.239999999999998
"SLX-10722_SLX-11823.D701_D506","3",3000001,3500000,0.996,1,2,0.05,2,1.84
"SLX-10722_SLX-11823.D701_D506","3",3500001,4000000,0.889,1,2,0.05,2,-2.44
"SLX-10722_SLX-11823.D701_D506","3",4000001,4500000,0.938,1,2,0.05,2,-0.480000000000002
"SLX-10722_SLX-11823.D701_D506","3",4500001,5000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",5000001,5500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",5500001,6000000,0.939,1,2,0.05,2,-0.440000000000002
"SLX-10722_SLX-11823.D701_D506","3",6000001,6500000,0.917,1,2,0.05,2,-1.32
"SLX-10722_SLX-11823.D701_D506","3",6500001,7000000,0.959,1,2,0.05,2,0.359999999999999
"SLX-10722_SLX-11823.D701_D506","3",7000001,7500000,1.009,1,2,0.05,2,2.36
"SLX-10722_SLX-11823.D701_D506","3",7500001,8000000,0.953,1,2,0.05,2,0.119999999999998
"SLX-10722_SLX-11823.D701_D506","3",8000001,8500000,0.955,1,2,0.05,2,0.199999999999998
"SLX-10722_SLX-11823.D701_D506","3",8500001,9000000,0.935,1,2,0.05,2,-0.599999999999998
"SLX-10722_SLX-11823.D701_D506","3",9000001,9500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",9500001,10000000,0.958,1,2,0.05,2,0.319999999999999
"SLX-10722_SLX-11823.D701_D506","3",10000001,10500000,0.967,1,2,0.05,2,0.679999999999999
"SLX-10722_SLX-11823.D701_D506","3",10500001,11000000,0.936,1,2,0.05,2,-0.559999999999998
"SLX-10722_SLX-11823.D701_D506","3",11000001,11500000,0.982,1,2,0.05,2,1.28
"SLX-10722_SLX-11823.D701_D506","3",11500001,12000000,0.973,1,2,0.05,2,0.919999999999999
"SLX-10722_SLX-11823.D701_D506","3",12000001,12500000,1.019,1,2,0.05,2,2.76
"SLX-10722_SLX-11823.D701_D506","3",12500001,13000000,0.991,1,2,0.05,2,1.64
"SLX-10722_SLX-11823.D701_D506","3",13000001,13500000,1.012,1,2,0.05,2,2.48
"SLX-10722_SLX-11823.D701_D506","3",13500001,14000000,0.977,1,2,0.05,2,1.08
"SLX-10722_SLX-11823.D701_D506","3",14000001,14500000,1.019,1,2,0.05,2,2.76
"SLX-10722_SLX-11823.D701_D506","3",14500001,15000000,0.97,1,2,0.05,2,0.799999999999999
"SLX-10722_SLX-11823.D701_D506","3",15000001,15500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",15500001,16000000,1.055,1,2,0.05,2,4.2
"SLX-10722_SLX-11823.D701_D506","3",16000001,16500000,1.016,1,2,0.05,2,2.64
"SLX-10722_SLX-11823.D701_D506","3",16500001,17000000,0.956,1,2,0.05,2,0.239999999999998
"SLX-10722_SLX-11823.D701_D506","3",17000001,17500000,1.004,1,2,0.05,2,2.16
"SLX-10722_SLX-11823.D701_D506","3",17500001,18000000,1.04,1,2,0.05,2,3.6
"SLX-10722_SLX-11823.D701_D506","3",18000001,18500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",18500001,19000000,0.974,1,2,0.05,2,0.959999999999999
"SLX-10722_SLX-11823.D701_D506","3",19000001,19500000,0.971,1,2,0.05,2,0.839999999999999
"SLX-10722_SLX-11823.D701_D506","3",19500001,20000000,0.935,1,2,0.05,2,-0.599999999999998
"SLX-10722_SLX-11823.D701_D506","3",20000001,20500000,1.041,1,2,0.05,2,3.64
"SLX-10722_SLX-11823.D701_D506","3",20500001,21000000,0.98,1,2,0.05,2,1.2
"SLX-10722_SLX-11823.D701_D506","3",21000001,21500000,0.952,1,2,0.05,2,0.0799999999999983
"SLX-10722_SLX-11823.D701_D506","3",21500001,22000000,0.934,1,2,0.05,2,-0.639999999999998
"SLX-10722_SLX-11823.D701_D506","3",22000001,22500000,0.938,1,2,0.05,2,-0.480000000000002
"SLX-10722_SLX-11823.D701_D506","3",22500001,23000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",23000001,23500000,1.022,1,2,0.05,2,2.88
"SLX-10722_SLX-11823.D701_D506","3",23500001,24000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",24000001,24500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",24500001,25000000,1.013,1,2,0.05,2,2.52
"SLX-10722_SLX-11823.D701_D506","3",25000001,25500000,1.007,1,2,0.05,2,2.28
"SLX-10722_SLX-11823.D701_D506","3",25500001,26000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",26000001,26500000,0.947,1,2,0.05,2,-0.120000000000002
"SLX-10722_SLX-11823.D701_D506","3",26500001,27000000,0.92,1,2,0.05,2,-1.2
"SLX-10722_SLX-11823.D701_D506","3",27000001,27500000,1.005,1,2,0.05,2,2.2
"SLX-10722_SLX-11823.D701_D506","3",27500001,28000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",28000001,28500000,0.995,1,2,0.05,2,1.8
"SLX-10722_SLX-11823.D701_D506","3",28500001,29000000,0.958,1,2,0.05,2,0.319999999999999
"SLX-10722_SLX-11823.D701_D506","3",29000001,29500000,0.999,1,2,0.05,2,1.96
"SLX-10722_SLX-11823.D701_D506","3",29500001,30000000,1.046,1,2,0.05,2,3.84
"SLX-10722_SLX-11823.D701_D506","3",30000001,30500000,1.053,1,2,0.05,2,4.12
"SLX-10722_SLX-11823.D701_D506","3",30500001,31000000,1.079,1,2,0.05,2,5.16
"SLX-10722_SLX-11823.D701_D506","3",31000001,31500000,1.058,1,2,0.05,2,4.32
"SLX-10722_SLX-11823.D701_D506","3",31500001,32000000,1.138,1,2,0.05,2,7.52
"SLX-10722_SLX-11823.D701_D506","3",32000001,32500000,1.014,1,2,0.05,2,2.56
"SLX-10722_SLX-11823.D701_D506","3",32500001,33000000,1.005,1,2,0.05,2,2.2
"SLX-10722_SLX-11823.D701_D506","3",33000001,33500000,0.985,1,2,0.05,2,1.4
"SLX-10722_SLX-11823.D701_D506","3",33500001,34000000,1.036,1,2,0.05,2,3.44
"SLX-10722_SLX-11823.D701_D506","3",34000001,34500000,0.92,1,2,0.05,2,-1.2
"SLX-10722_SLX-11823.D701_D506","3",34500001,35000000,0.967,1,2,0.05,2,0.679999999999999
"SLX-10722_SLX-11823.D701_D506","3",35000001,35500000,0.989,1,2,0.05,2,1.56
"SLX-10722_SLX-11823.D701_D506","3",35500001,36000000,1.099,1,2,0.05,2,5.96
"SLX-10722_SLX-11823.D701_D506","3",36000001,36500000,0.919,1,2,0.05,2,-1.24
"SLX-10722_SLX-11823.D701_D506","3",36500001,37000000,0.969,1,2,0.05,2,0.759999999999999
"SLX-10722_SLX-11823.D701_D506","3",37000001,37500000,1.05,1,2,0.05,2,4
"SLX-10722_SLX-11823.D701_D506","3",37500001,38000000,0.993,1,2,0.05,2,1.72
"SLX-10722_SLX-11823.D701_D506","3",38000001,38500000,0.965,1,2,0.05,2,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","3",38500001,39000000,0.906,1,2,0.05,2,-1.76
"SLX-10722_SLX-11823.D701_D506","3",39000001,39500000,0.971,1,2,0.05,2,0.839999999999999
"SLX-10722_SLX-11823.D701_D506","3",39500001,40000000,0.945,1,2,0.05,2,-0.200000000000002
"SLX-10722_SLX-11823.D701_D506","3",40000001,40500000,0.934,1,2,0.05,2,-0.639999999999998
"SLX-10722_SLX-11823.D701_D506","3",40500001,41000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",41000001,41500000,0.987,1,2,0.05,2,1.48
"SLX-10722_SLX-11823.D701_D506","3",41500001,42000000,1.012,1,2,0.05,2,2.48
"SLX-10722_SLX-11823.D701_D506","3",42000001,42500000,1.004,1,2,0.05,2,2.16
"SLX-10722_SLX-11823.D701_D506","3",42500001,43000000,0.995,1,2,0.05,2,1.8
"SLX-10722_SLX-11823.D701_D506","3",43000001,43500000,1.003,1,2,0.05,2,2.12
"SLX-10722_SLX-11823.D701_D506","3",43500001,44000000,0.905,1,2,0.05,2,-1.8
"SLX-10722_SLX-11823.D701_D506","3",44000001,44500000,0.957,1,2,0.05,2,0.279999999999998
"SLX-10722_SLX-11823.D701_D506","3",44500001,45000000,0.953,1,2,0.05,2,0.119999999999998
"SLX-10722_SLX-11823.D701_D506","3",45000001,45500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",45500001,46000000,1.024,1,2,0.05,2,2.96
"SLX-10722_SLX-11823.D701_D506","3",46000001,46500000,1.012,1,2,0.05,2,2.48
"SLX-10722_SLX-11823.D701_D506","3",46500001,47000000,0.945,1,2,0.05,2,-0.200000000000002
"SLX-10722_SLX-11823.D701_D506","3",47000001,47500000,1.069,1,2,0.05,2,4.76
"SLX-10722_SLX-11823.D701_D506","3",47500001,48000000,1.052,1,2,0.05,2,4.08
"SLX-10722_SLX-11823.D701_D506","3",48000001,48500000,1.04,1,2,0.05,2,3.6
"SLX-10722_SLX-11823.D701_D506","3",48500001,49000000,1.027,1,2,0.05,2,3.08
"SLX-10722_SLX-11823.D701_D506","3",49000001,49500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",49500001,50000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",50000001,50500000,1.038,1,2,0.05,2,3.52
"SLX-10722_SLX-11823.D701_D506","3",50500001,51000000,0.933,1,2,0.05,2,-0.679999999999998
"SLX-10722_SLX-11823.D701_D506","3",51000001,51500000,0.935,1,2,0.05,2,-0.599999999999998
"SLX-10722_SLX-11823.D701_D506","3",51500001,52000000,0.961,1,2,0.05,2,0.439999999999999
"SLX-10722_SLX-11823.D701_D506","3",52000001,52500000,1.054,1,2,0.05,2,4.16
"SLX-10722_SLX-11823.D701_D506","3",52500001,53000000,1.012,1,2,0.05,2,2.48
"SLX-10722_SLX-11823.D701_D506","3",53000001,53500000,0.981,1,2,0.05,2,1.24
"SLX-10722_SLX-11823.D701_D506","3",53500001,54000000,0.972,1,2,0.05,2,0.879999999999999
"SLX-10722_SLX-11823.D701_D506","3",54000001,54500000,0.935,1,2,0.05,2,-0.599999999999998
"SLX-10722_SLX-11823.D701_D506","3",54500001,55000000,0.986,1,2,0.05,2,1.44
"SLX-10722_SLX-11823.D701_D506","3",55000001,55500000,0.934,1,2,0.05,2,-0.639999999999998
"SLX-10722_SLX-11823.D701_D506","3",55500001,56000000,1.035,1,2,0.05,2,3.4
"SLX-10722_SLX-11823.D701_D506","3",56000001,56500000,1.012,1,2,0.05,2,2.48
"SLX-10722_SLX-11823.D701_D506","3",56500001,57000000,1.03,1,2,0.05,2,3.2
"SLX-10722_SLX-11823.D701_D506","3",57000001,57500000,0.975,1,2,0.05,2,0.999999999999999
"SLX-10722_SLX-11823.D701_D506","3",57500001,58000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",58000001,58500000,1.013,1,2,0.05,2,2.52
"SLX-10722_SLX-11823.D701_D506","3",58500001,59000000,0.916,1,2,0.05,2,-1.36
"SLX-10722_SLX-11823.D701_D506","3",59000001,59500000,0.979,1,2,0.05,2,1.16
"SLX-10722_SLX-11823.D701_D506","3",59500001,60000000,0.984,1,2,0.05,2,1.36
"SLX-10722_SLX-11823.D701_D506","3",60000001,60500000,1,1,2,0.05,2,2
"SLX-10722_SLX-11823.D701_D506","3",60500001,61000000,0.984,1,2,0.05,2,1.36
"SLX-10722_SLX-11823.D701_D506","3",61000001,61500000,0.965,1,2,0.05,2,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","3",61500001,62000000,1.026,1,2,0.05,2,3.04
"SLX-10722_SLX-11823.D701_D506","3",62000001,62500000,0.986,1,2,0.05,2,1.44
"SLX-10722_SLX-11823.D701_D506","3",62500001,63000000,0.97,1,2,0.05,2,0.799999999999999
"SLX-10722_SLX-11823.D701_D506","3",63000001,63500000,0.948,1,2,0.05,2,-0.0800000000000018
"SLX-10722_SLX-11823.D701_D506","3",63500001,64000000,1.024,1,2,0.05,2,2.96
"SLX-10722_SLX-11823.D701_D506","3",64000001,64500000,1.039,1,2,0.05,2,3.56
"SLX-10722_SLX-11823.D701_D506","3",64500001,65000000,0.978,1,2,0.05,2,1.12
"SLX-10722_SLX-11823.D701_D506","3",65000001,65500000,0.965,1,2,0.05,2,0.599999999999999
"SLX-10722_SLX-11823.D701_D506","3",65500001,66000000,1.065,1,2,0.05,2,4.6
"SLX-10722_SLX-11823.D701_D506","3",66000001,66500000,1.003,1,2,0.05,2,2.12
"SLX-10722_SLX-11823.D701_D506","3",66500001,67000000,1.005,1,2,0.05,2,2.2
"SLX-10722_SLX-11823.D701_D506","3",67000001,67500000,0.95,1,2,0.05,2,-0.00000000000000177635683940025
"SLX-10722_SLX-11823.D701_D506","3",67500001,68000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",68000001,68500000,0.934,1,2,0.05,2,-0.639999999999998
"SLX-10722_SLX-11823.D701_D506","3",68500001,69000000,0.921,1,2,0.05,2,-1.16
"SLX-10722_SLX-11823.D701_D506","3",69000001,69500000,1.051,1,2,0.05,2,4.04
"SLX-10722_SLX-11823.D701_D506","3",69500001,70000000,1.011,1,2,0.05,2,2.44
"SLX-10722_SLX-11823.D701_D506","3",70000001,70500000,0.932,1,2,0.05,2,-0.719999999999998
"SLX-10722_SLX-11823.D701_D506","3",70500001,71000000,0.952,1,2,0.05,2,0.0799999999999983
"SLX-10722_SLX-11823.D701_D506","3",71000001,71500000,1.144,1,2,0.05,2,7.76
"SLX-10722_SLX-11823.D701_D506","3",71500001,72000000,1.016,1,2,0.05,2,2.64
"SLX-10722_SLX-11823.D701_D506","3",72000001,72500000,1.087,1,2,0.05,2,5.48
"SLX-10722_SLX-11823.D701_D506","3",72500001,73000000,1.01,1,2,0.05,2,2.4
"SLX-10722_SLX-11823.D701_D506","3",73000001,73500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",73500001,74000000,1.011,1,2,0.05,2,2.44
"SLX-10722_SLX-11823.D701_D506","3",74000001,74500000,0.919,1,2,0.05,2,-1.24
"SLX-10722_SLX-11823.D701_D506","3",74500001,75000000,0.927,1,2,0.05,2,-0.919999999999998
"SLX-10722_SLX-11823.D701_D506","3",75000001,75500000,0.847,1,2,0.05,2,-4.12
"SLX-10722_SLX-11823.D701_D506","3",75500001,76000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",76000001,76500000,0.948,1,2,0.05,2,-0.0800000000000018
"SLX-10722_SLX-11823.D701_D506","3",76500001,77000000,1.022,1,2,0.05,2,2.88
"SLX-10722_SLX-11823.D701_D506","3",77000001,77500000,0.999,1,2,0.05,2,1.96
"SLX-10722_SLX-11823.D701_D506","3",77500001,78000000,1.054,1,2,0.05,2,4.16
"SLX-10722_SLX-11823.D701_D506","3",78000001,78500000,1.013,1,2,0.05,2,2.52
"SLX-10722_SLX-11823.D701_D506","3",78500001,79000000,1.03,1,2,0.05,2,3.2
"SLX-10722_SLX-11823.D701_D506","3",79000001,79500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",79500001,80000000,0.958,1,2,0.05,2,0.319999999999999
"SLX-10722_SLX-11823.D701_D506","3",80000001,80500000,1.001,1,2,0.05,2,2.04
"SLX-10722_SLX-11823.D701_D506","3",80500001,81000000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",81000001,81500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",81500001,82000000,1.036,1,2,0.05,2,3.44
"SLX-10722_SLX-11823.D701_D506","3",82000001,82500000,0.978,1,2,0.05,2,1.12
"SLX-10722_SLX-11823.D701_D506","3",82500001,83000000,0.957,1,2,0.05,2,0.279999999999998
"SLX-10722_SLX-11823.D701_D506","3",83000001,83500000,0.976,1,2,0.05,2,1.04
"SLX-10722_SLX-11823.D701_D506","3",83500001,84000000,0.996,1,2,0.05,2,1.84
"SLX-10722_SLX-11823.D701_D506","3",84000001,84500000,NA,NA,2,0.05,NA,NA
"SLX-10722_SLX-11823.D701_D506","3",84500001,85000000,1.013,1,2,0.05,2,2.52
"SLX-10722_SLX-11823.D701_D506","3",85000001,85500000,1.042,1,2,0.05,2,3.68
"SLX-10722_SLX-11823.D701_D506","3",85500001,86000000,1.008,1,2,0.05,2,2.32
"SLX-10722_SLX-11823.D701_D506","3",86000001,86500000,0.985,1,2,0.05,2,1.4
"SLX-10722_SLX-11823.D701_D506","3",86500001,87000000,1.004,1,2,0.05,2,2.16
"SLX-10722_SLX-11823.D701_D506","3",87000001,87500000,1.014,1,2,0.05,2,2.56
"SLX-10722_SLX-11823.D701_D506","3",87500001,88000000,1.022,1,2,0.05,2,2.88
"SLX-10722_SLX-11823.D701_D506","3",88000001,88500000,1.026,1,2,0.05,2,3.04
"SLX-10722_SLX-11823.D701_D506","3",88500001,89000000,1.005,1,2,0.05,2,2.2
"SLX-10722_SLX-11823.D701_D506","3",89000001,89500000,0.973,1,2,0.05,2,0.919999999999999
